transaction_id,customer_id,date,amount,category,type,description
586f9e58-da3c-4bc0-b4e8-645fe8a08ecf,CUST_00002,2024-12-10,91.2,Equipment,income,enable rich solutions
ee01c896-34d4-4f43-981e-48071fc9e118,CUST_00002,2025-11-16,939.4,Equipment,expense,re-contextualize ubiquitous applications
b6f9cccd-255c-496a-b9f5-ff837e9d4680,CUST_00002,2025-03-01,244.75,Utilities,expense,innovate ubiquitous e-business
eff29d56-a927-46d9-a641-41a884fceb69,CUST_00002,2025-10-17,241.98,Equipment,income,integrate integrated synergies
476e0d1e-2140-4df8-9e5d-5bc97233aafa,CUST_00002,2025-11-04,165.1,Equipment,income,incubate cross-platform content
69078862-3476-4ba4-a10b-271ed4389705,CUST_00002,2025-08-04,294.78,Equipment,expense,incubate strategic schemas
cbaf3773-13fa-4a1d-a948-191bab87a3dd,CUST_00002,2025-05-03,658.6,Marketing,expense,brand compelling portals
782bd946-2e7f-4d46-b826-6e3d3870ec3c,CUST_00002,2026-02-09,86.44,Marketing,income,synergize interactive paradigms
0d4680cc-a446-42b7-be1e-f7442d3f500f,CUST_00002,2026-01-24,111.08,Equipment,income,streamline vertical metrics
9424b466-b831-4462-b023-8062a5764e68,CUST_00002,2025-05-09,169.95,Equipment,expense,transition efficient methodologies
591d1f72-d91d-4142-b645-31ea348fde96,CUST_00002,2026-01-20,48.66,Consulting,income,enhance interactive e-commerce
8b2f7d5c-c7ab-4317-8336-28d03d68b89f,CUST_00002,2026-03-24,91.55,Equipment,expense,embrace mission-critical action-items
40d6d5b0-bbf9-4ea8-905b-cc0071986eb9,CUST_00002,2025-08-13,138.18,Rent,expense,grow strategic platforms
25e4a71b-bd9c-4670-b723-c5f5e259e71b,CUST_00002,2025-12-31,698.73,Equipment,expense,mesh strategic vortals
91fd1dc4-2bff-418b-a38e-9f270a9cd1c9,CUST_00002,2024-12-13,335.32,Marketing,income,evolve out-of-the-box portals
ae0f4a11-126d-426b-b61f-92ff6042e66d,CUST_00002,2025-04-07,308.68,Travel,expense,facilitate B2B networks
d808d536-510b-411d-afda-f1da143babe6,CUST_00002,2026-02-14,679.31,Marketing,expense,exploit extensible eyeballs
b7b1e38e-afd9-4e1a-9cd6-da5db9f1d8bd,CUST_00002,2025-11-23,207.5,Marketing,expense,utilize dynamic functionalities
9d801ed5-fbd5-4a61-bc26-3eb20abcc10a,CUST_00002,2025-12-07,390.94,Utilities,expense,morph value-added partnerships
6b0e1feb-5e7e-4228-b7c5-3c378d55fde8,CUST_00002,2025-01-14,216.18,Office Supplies,expense,disintermediate best-of-breed vortals
7646be6e-ab7b-4ab1-903b-3dad18c029cc,CUST_00003,2025-11-16,336.45,Utilities,expense,engineer web-enabled niches
15a17503-bb38-475a-bda5-29a0e2b07ddb,CUST_00003,2026-03-14,121.59,Marketing,expense,deploy transparent web-readiness
6131d55e-c352-484d-900d-8b9a49a50016,CUST_00003,2026-02-23,13.11,Office Supplies,income,grow world-class architectures
178d553c-dec5-4c6f-84c5-a687ab3b06d8,CUST_00003,2026-02-26,208.28,Insurance,income,maximize dot-com technologies
30802b47-843a-496e-bfac-0b9b93a045f9,CUST_00003,2026-01-02,1349.24,Travel,income,benchmark real-time interfaces
62374e7b-9f7b-49a4-8866-efd9a455ebc8,CUST_00003,2025-12-27,743.57,Payroll,expense,brand visionary eyeballs
bcd79808-da67-4360-9eac-7e223be1d03b,CUST_00003,2026-04-03,779.36,Payroll,income,unleash scalable platforms
12b06549-17df-4d3c-8b07-ecac651a7b2d,CUST_00003,2026-02-12,1078.53,Marketing,expense,streamline global niches
27f6057b-6c56-4bd1-ac8f-7948f909b4b0,CUST_00003,2025-12-22,272.16,Consulting,expense,matrix vertical channels
a65a5a54-08ef-4d7a-b2af-680c33ceeea9,CUST_00003,2025-12-18,310.06,Equipment,income,unleash e-business mindshare
a94eabb8-f781-4367-b4e3-d1e49b19d40c,CUST_00004,2026-01-29,116.61,Software,income,orchestrate global experiences
be68799e-cf62-4d59-89aa-9355ebf1fcf4,CUST_00004,2025-09-09,167.45,Insurance,expense,enhance customized metrics
96fe3989-70db-4ca2-af11-dbb5102d6e8c,CUST_00004,2024-06-28,512.31,Consulting,income,re-contextualize front-end synergies
81f0199a-7783-4a46-9a0b-8c7896d9a897,CUST_00004,2024-08-17,1037.6,Utilities,expense,orchestrate impactful eyeballs
6233e408-e132-4231-951e-5e9cfcfadf17,CUST_00004,2025-10-10,206.99,Travel,income,integrate cross-media mindshare
49b4ed00-8fe5-47ff-9679-1f3342f700e1,CUST_00004,2024-09-06,142.56,Marketing,income,matrix innovative models
9e1da58c-83a3-4526-9e2e-5ab0c6286247,CUST_00004,2026-02-18,244.85,Office Supplies,income,morph world-class channels
188994c6-1d7d-4db2-b936-152a5fee7b6e,CUST_00004,2026-02-23,503.43,Consulting,expense,target bleeding-edge convergence
09d77029-8d65-4118-8476-a6c1cb032525,CUST_00004,2025-09-14,43.27,Equipment,expense,whiteboard dynamic e-markets
adfcd1a9-eb11-4ab1-a983-c528425a8b5b,CUST_00004,2024-12-25,15.56,Marketing,income,monetize granular e-services
8deb47ec-4561-4a2d-bb72-9ed05a28484b,CUST_00004,2026-05-16,126.39,Software,income,seize ubiquitous web-readiness
570cfc23-ef8c-4176-8847-57118d616a7d,CUST_00004,2024-10-20,56.55,Software,expense,implement distributed infrastructures
5737b471-9c5c-490d-9ad0-1fef84a4f85f,CUST_00004,2025-01-03,132.98,Consulting,income,leverage mission-critical schemas
2c2c7421-8edf-435b-b96c-d0200fae790b,CUST_00004,2025-01-10,204.93,Consulting,expense,enable open-source platforms
8dfe947b-e055-442e-8188-4a2709b61876,CUST_00004,2024-07-07,142.04,Payroll,expense,engage one-to-one methodologies
efe850e7-3921-40bf-b68f-368397a8007c,CUST_00004,2024-06-27,1398.23,Travel,income,deploy innovative functionalities
41040177-a367-4945-99e8-9e484b1bc228,CUST_00004,2025-06-12,362.16,Equipment,income,reinvent world-class convergence
de3fc92e-aac3-4355-b545-cbeb94c55386,CUST_00004,2025-11-16,350.92,Travel,income,maximize vertical technologies
8eedb7d4-115a-4ea7-aa43-6e3a57560a2d,CUST_00004,2026-02-26,516.28,Rent,income,repurpose impactful initiatives
e7043cf6-88a2-4419-90a9-288c7e39698a,CUST_00004,2025-03-05,62.39,Payroll,income,matrix robust markets
4f14354d-a7f5-4419-96d4-ba5425a653e4,CUST_00004,2025-08-15,851.44,Marketing,income,target virtual e-services
a62f2198-1c53-4d6c-a7df-69990a8cf079,CUST_00004,2024-08-16,223.43,Consulting,expense,streamline back-end e-commerce
7752bf05-3b35-457b-b005-f29bd5ad6eeb,CUST_00004,2025-02-15,547.07,Rent,expense,deploy proactive markets
bed5cc67-2572-496b-814d-2cf7f5393b37,CUST_00004,2024-09-20,67.61,Office Supplies,expense,evolve end-to-end schemas
50754fef-f8b9-4c8b-ae87-5e19da3ddc8a,CUST_00004,2025-03-29,37.92,Office Supplies,expense,incentivize B2B bandwidth
a2380b18-be3f-4988-adba-42be72e5bc20,CUST_00004,2024-12-13,652.93,Office Supplies,expense,evolve proactive infrastructures
8a60bce6-2b43-477f-ad7d-8d823660100c,CUST_00004,2026-03-01,11210.25,Utilities,expense,drive virtual solutions
62b66b5d-b756-48bd-81d0-ca312fc8503e,CUST_00004,2025-10-12,384.4,Consulting,income,productize end-to-end networks
7bde4298-ca2e-4deb-88e9-62a47cbe5730,CUST_00004,2024-09-02,82.89,Insurance,expense,extend cutting-edge partnerships
642a1d84-8d28-4017-9704-e267f7259747,CUST_00004,2024-09-28,86.18,Marketing,expense,seize e-business channels
99e59eee-afd1-4fb9-9f97-2e54a4d15e66,CUST_00004,2025-12-22,944.37,Office Supplies,expense,utilize back-end users
f35ddc54-86a1-4405-bf5a-48bdabae3ed9,CUST_00004,2025-11-27,58.72,Marketing,expense,unleash out-of-the-box synergies
2a96e901-dc8a-4bf1-b8f6-641ba1d959a1,CUST_00004,2024-08-13,1756.73,Equipment,income,synthesize cutting-edge e-commerce
1f6bd73f-de7b-44c4-8e63-62a189b46a53,CUST_00004,2024-11-09,83.03,Consulting,expense,engineer world-class e-services
94df4668-784d-4d6c-826f-38423cd05a9c,CUST_00005,2026-02-05,526.4,Payroll,income,transition back-end content
d7d8a7dc-0229-408e-97d4-354d574ae4b6,CUST_00005,2026-03-05,164.95,Insurance,expense,synergize revolutionary content
3dbc476b-13ec-480b-833c-2f83ebcf9880,CUST_00005,2025-12-29,504.63,Software,expense,visualize virtual eyeballs
c9c9a23c-ffe6-4210-8eb7-6f110a4d52af,CUST_00005,2025-08-31,127.37,Travel,expense,grow next-generation e-services
ef808b9b-5cb6-4ec0-ba5c-de8c3712999c,CUST_00005,2026-01-25,201.27,Marketing,expense,iterate seamless architectures
8a24128f-2a9c-4bba-bb6b-eb6243381731,CUST_00005,2025-07-15,257.01,Marketing,expense,transition proactive platforms
f7cf63af-d35b-4260-8ec0-f3ea297be133,CUST_00005,2026-04-05,73.51,Marketing,expense,re-intermediate e-business supply-chains
5e3af173-47a4-48cb-8b76-a031f12f4ca3,CUST_00005,2026-05-06,595.25,Insurance,income,incentivize clicks-and-mortar relationships
c368bbcb-cc36-4048-88d0-91ebe6b3c94b,CUST_00005,2025-12-29,132.18,Travel,expense,synthesize best-of-breed content
a71794cc-4617-404d-80b9-85b0982c1ab5,CUST_00005,2026-05-01,185.99,Utilities,expense,synthesize B2C portals
a63fea08-e36b-4d9a-bb78-397d8dfaa3db,CUST_00005,2026-02-24,74.2,Travel,income,incentivize cross-media schemas
c2a53cd4-6214-4e48-baf1-63811842398d,CUST_00005,2025-07-10,11.3,Software,expense,deploy strategic models
d0b1b53d-c858-4a74-a61a-7d17cafeb118,CUST_00005,2026-03-27,194.57,Software,income,deploy frictionless communities
8f23599c-d060-40f1-8fc0-0853be8fd783,CUST_00005,2026-04-08,4425.5,Consulting,expense,harness mission-critical methodologies
154e9364-a34c-4f28-a55f-c14b95c68f02,CUST_00005,2026-03-04,627.36,Office Supplies,income,enable ubiquitous web services
99628cf1-ce77-43de-bdd1-574620a1d1a0,CUST_00005,2025-11-03,239.1,Insurance,expense,reinvent impactful systems
ba78eac6-ea38-455d-95ff-30d3c84fe7dd,CUST_00005,2026-03-25,178.49,Utilities,income,implement impactful e-markets
f9f8ff9e-62a4-44cc-b4e3-29de8d2ad89e,CUST_00005,2026-04-26,251.38,Consulting,income,unleash integrated convergence
c803e9ea-36be-49d3-a018-77e5248b54cd,CUST_00005,2026-04-08,471.79,Consulting,income,re-contextualize wireless eyeballs
52c2aae4-982c-4701-bd35-fc9288524c11,CUST_00005,2026-03-31,59.32,Marketing,expense,iterate end-to-end niches
6ae488e1-6c60-4833-9800-247fb2d0f6ba,CUST_00005,2025-07-02,931.86,Utilities,income,optimize visionary e-markets
9cd46a9c-be6c-457b-b2df-fdbb412a8dbb,CUST_00005,2025-12-11,577.36,Utilities,income,iterate visionary mindshare
25fd4a4b-8494-452b-8811-1e558a905296,CUST_00005,2025-12-13,579.3,Consulting,expense,iterate real-time e-business
f71c1494-17a1-4fc1-a256-5a8dd75e13d4,CUST_00005,2026-04-03,414.13,Equipment,income,envisioneer collaborative bandwidth
27877c14-89d2-4fa8-b975-fa089532050a,CUST_00005,2025-08-08,250.52,Utilities,income,e-enable strategic web services
c9528f37-f95e-4e08-9aa2-840d25f97d25,CUST_00005,2026-02-16,548.64,Payroll,income,leverage leading-edge functionalities
2c88e11a-79af-4dad-acc2-c85384860d38,CUST_00005,2025-12-01,497.79,Payroll,expense,architect bricks-and-clicks synergies
2c977119-90f6-4f3e-bc66-4b37ee2e4f85,CUST_00005,2025-08-26,160.0,Marketing,expense,integrate transparent platforms
217d8ceb-6b2e-4ada-80b6-ecca501c05dc,CUST_00005,2025-09-28,52505.94,Utilities,expense,exploit seamless mindshare
5f42228d-c479-402f-8b9d-2008f831cf38,CUST_00005,2025-11-15,122.94,Payroll,income,maximize compelling content
7b35ba9d-7b9f-4dc1-ad41-e64e25b732d2,CUST_00005,2026-05-13,276.5,Rent,income,orchestrate end-to-end action-items
d751e921-3998-4070-9444-4685e66fecb1,CUST_00005,2025-12-21,1569.99,Insurance,income,harness real-time e-tailers
e5597dc1-7664-43a0-88da-394006151011,CUST_00005,2026-05-12,55.32,Payroll,income,monetize scalable content
a5dd7be5-1b36-4a04-8e8f-4d8822e2475d,CUST_00005,2025-07-08,42.05,Utilities,expense,drive next-generation architectures
1a22fb97-93a0-4b18-bfa5-a09922ed2764,CUST_00005,2025-10-19,298.18,Consulting,income,engage B2C initiatives
ff58677b-cea9-49e3-b65c-14904218c51b,CUST_00005,2026-01-03,260.1,Consulting,expense,orchestrate e-business supply-chains
338840be-531a-4516-9f34-cb727af1e35b,CUST_00005,2025-06-20,301.27,Travel,expense,generate user-centric portals
8034b87d-8b8c-44e0-856e-bad8d302dce2,CUST_00005,2025-10-14,327.91,Insurance,income,expedite synergistic communities
acc45f56-79e3-4579-82f3-b1ce9791522d,CUST_00005,2026-02-03,187.2,Payroll,income,seize dot-com networks
43631946-0d4d-4805-80d0-85870914cc2c,CUST_00005,2025-11-07,1462.4,Payroll,income,generate virtual web-readiness
32b56390-bc2c-4695-8c48-5102443fd574,CUST_00005,2025-12-16,35.83,Office Supplies,expense,strategize efficient technologies
2dde26d8-33ac-47a4-a647-43fa1ce2e9f7,CUST_00005,2025-11-24,90.54,Marketing,expense,visualize e-business initiatives
47339dd6-b22a-4a7c-a9c1-e8bf81b90ba8,CUST_00005,2026-03-09,216.18,Marketing,income,transform rich solutions
937f11ea-8c8f-4e51-8a5e-5068b2d5254c,CUST_00005,2025-12-17,34.06,Travel,income,incubate strategic deliverables
47e738c8-dad8-4326-927c-a2f1a30520e0,CUST_00005,2025-10-22,198.14,Marketing,expense,orchestrate plug-and-play action-items
fa533315-650e-48a6-ab74-9eec17e608db,CUST_00005,2026-04-15,1796.8,Insurance,expense,implement cutting-edge e-services
3a0d8f43-8894-406a-9987-93282052946a,CUST_00005,2026-02-07,250.9,Marketing,expense,monetize magnetic supply-chains
a3f34469-fc01-45ca-9750-f5cd1f162ba9,CUST_00005,2025-12-15,322.74,Software,income,innovate front-end mindshare
43aadef8-ca7f-45f4-b854-a23ea17971f9,CUST_00005,2025-07-22,53.94,Equipment,expense,cultivate virtual partnerships
2cbf9439-21ff-4341-8982-fd804621deba,CUST_00005,2025-07-17,116.79,Rent,income,mesh efficient applications
d2a152a7-df3b-4066-904b-69a656f62a2c,CUST_00005,2026-03-25,155.99,Travel,expense,exploit next-generation users
a29182ec-6513-4868-b5dc-0435502c724f,CUST_00005,2026-04-13,167.12,Marketing,income,utilize wireless interfaces
41c567b4-bea2-4433-977b-3b2e2e4cdbac,CUST_00005,2025-11-03,1139.08,Software,income,morph vertical convergence
477f1bbd-72f5-4079-b391-30ebd1b0694a,CUST_00005,2026-02-16,477.82,Software,income,iterate mission-critical platforms
fda92e52-7b15-4469-968a-d7f6a7fedf84,CUST_00005,2026-02-11,64.47,Consulting,expense,integrate viral infrastructures
6749958b-ea2d-4033-b892-75681afc80c7,CUST_00006,2026-01-26,328.92,Consulting,income,leverage out-of-the-box content
f14b5df2-2259-4eb2-b133-920437526153,CUST_00006,2026-03-09,444.91,Marketing,expense,aggregate efficient infrastructures
8d80c231-f4ff-4ff5-8979-0eee85ac7ef7,CUST_00006,2026-03-21,961.2,Insurance,expense,exploit viral action-items
3d6124c4-ee66-4a1d-b575-7a22d8d72937,CUST_00006,2025-12-07,1630.51,Marketing,income,cultivate proactive initiatives
1ee017dc-4e72-4ed7-ba52-c9a8c65668e3,CUST_00006,2026-02-06,72.38,Equipment,expense,unleash wireless markets
ab7a26db-9cd7-4875-98c9-f773a037f331,CUST_00006,2026-01-04,92.48,Payroll,income,monetize cutting-edge synergies
f6b33ea4-6e16-4c76-97ba-605f622ba033,CUST_00006,2026-04-01,54.1,Equipment,expense,transition web-enabled models
07705742-eff2-4e1d-b395-2ea45245baa9,CUST_00006,2026-04-25,184.78,Payroll,income,orchestrate mission-critical experiences
642aa186-b8d9-4bc1-b9a3-ebd1714edc94,CUST_00006,2026-03-13,428.22,Payroll,income,cultivate integrated markets
ecf4e047-ccd7-445a-bea3-cbb26eb71d2a,CUST_00006,2025-12-16,800.15,Travel,income,streamline 24/365 communities
5a880428-f48b-418c-bf05-bd3c6df5546c,CUST_00006,2026-04-11,223.38,Insurance,income,streamline 24/365 platforms
7ba754d3-811a-4bbf-9e24-b7f87f2fd772,CUST_00006,2026-03-19,166.7,Payroll,income,expedite customized schemas
0063a249-1821-4692-af19-fd322c9cec47,CUST_00006,2025-12-19,293.57,Software,income,transition scalable infrastructures
52c7ebb2-16fc-44c0-96f6-04e27e3ced4b,CUST_00006,2026-02-05,89.82,Payroll,income,evolve efficient paradigms
c28abd4f-697b-4e2b-bc0b-ca9dc4d9e4f1,CUST_00006,2026-02-06,3003.24,Rent,expense,implement best-of-breed content
cb188fa8-9860-43a1-9dd6-2ea9d049a5e4,CUST_00007,2025-12-23,35.55,Equipment,expense,redefine collaborative initiatives
55d9be2c-666f-412b-a82b-bf2ceb41ff7b,CUST_00007,2025-09-02,305.42,Travel,income,incentivize sticky models
7768e6f8-cde9-434f-aaeb-2c1f3b95c2cd,CUST_00007,2026-03-28,2774.78,Software,expense,extend mission-critical applications
b41241ea-9afc-45dc-90f3-e2f9cca0fc5d,CUST_00007,2025-10-09,246.7,Consulting,expense,transition plug-and-play experiences
1fef21c5-87ac-4bb9-ba55-1a23e31ea385,CUST_00007,2025-10-13,194.8,Payroll,expense,engage next-generation paradigms
99b846e0-e776-45d0-af1c-a87a1cd15c81,CUST_00007,2025-11-18,159.34,Office Supplies,income,revolutionize sticky functionalities
a917afa3-ef13-45d8-bf21-99e808054535,CUST_00007,2025-12-29,197.06,Office Supplies,income,engineer integrated eyeballs
7352492d-c24f-4fe9-9fe4-b0ebe58d7315,CUST_00007,2025-09-15,1270.82,Consulting,income,engineer synergistic methodologies
031ed7ff-fd57-4f70-bccc-c7bd80161f2c,CUST_00007,2026-03-11,17.21,Equipment,income,unleash scalable mindshare
8ccdb105-996d-48e4-a96f-76e3726af879,CUST_00007,2026-03-20,1540.9,Office Supplies,expense,morph mission-critical applications
4f3ae512-f09b-41f7-af07-5f0cc3ef1b8c,CUST_00007,2025-10-03,44.31,Travel,expense,visualize front-end functionalities
4e6ce6e7-381f-40aa-9640-04937ae9b47f,CUST_00007,2026-04-27,177.69,Rent,expense,target open-source relationships
44f64ba1-2420-4bcd-8bfd-710cfda9520c,CUST_00007,2026-05-17,146.19,Marketing,income,redefine value-added functionalities
6949fe07-8f98-4195-a84c-d02aa57daa84,CUST_00007,2025-11-12,495.85,Marketing,expense,embrace intuitive e-tailers
419e5f1b-17d2-4745-b841-a3ef0a67007a,CUST_00007,2025-10-12,35.95,Rent,income,grow cross-platform e-services
11614afb-13b5-4388-83f5-0db52a15dbed,CUST_00007,2026-04-23,426.07,Equipment,expense,facilitate frictionless initiatives
055e4040-61a4-4418-8d01-fadf5343ed6d,CUST_00007,2025-12-10,2777.13,Consulting,expense,utilize collaborative communities
30ebad0a-2d01-44d9-ada0-1303ec9113d8,CUST_00007,2026-05-17,47.66,Equipment,expense,engage visionary deliverables
a6951b75-6e63-48a5-bd1f-e138c7becacc,CUST_00007,2026-04-05,307.25,Software,expense,extend clicks-and-mortar info-mediaries
1ea059e5-c699-4d37-aae8-4a206db05501,CUST_00007,2026-02-26,110.57,Software,income,enable plug-and-play metrics
8b71157e-2f9e-435a-a6ae-a262a84268e6,CUST_00007,2026-04-02,407.92,Utilities,expense,engineer leading-edge e-services
9a4ad9de-9b48-42b9-8688-73d51b99a45e,CUST_00007,2025-10-17,250.38,Rent,expense,target one-to-one e-markets
eb802f8f-4a3f-4eb6-92d3-c42d209b510f,CUST_00007,2026-04-18,113.32,Travel,income,transform cutting-edge web-readiness
5fb2d994-7305-4b92-8871-d621bb4e6bf3,CUST_00007,2026-03-06,439.42,Equipment,expense,engage one-to-one e-business
50239070-aa84-4b89-82b4-2c528b9c793b,CUST_00007,2026-04-12,2132.86,Travel,income,syndicate B2C channels
083092c0-1674-47f6-a626-9b6b9f4daf7f,CUST_00007,2025-11-28,194.59,Equipment,expense,productize 24/365 methodologies
53ccc652-1568-46ec-8910-e153518ea9ee,CUST_00007,2026-02-11,580.4,Software,income,expedite integrated portals
c65563d3-0bad-4a35-8280-68389fcce113,CUST_00007,2026-04-29,51.84,Rent,income,syndicate holistic initiatives
9fffcb17-8457-4f5b-9d58-cd71e9e7c558,CUST_00007,2025-10-02,77.66,Software,income,incubate 24/365 models
521e21d0-4e44-4167-9cad-870e9d3d2ff6,CUST_00007,2025-11-07,431.34,Marketing,income,facilitate bleeding-edge paradigms
b697fe0c-9275-4b60-8236-43d7ec665c0c,CUST_00007,2026-05-08,1452.35,Marketing,income,grow next-generation schemas
d1fcf105-92c0-455c-b171-1b95efb96e73,CUST_00007,2025-09-09,374.93,Marketing,income,cultivate sticky synergies
aa97f4bd-3a55-4bfd-a218-7b2a785ee79c,CUST_00007,2025-08-28,168.06,Travel,expense,reinvent front-end schemas
a65a6754-4e06-4033-9518-48eeea1639ba,CUST_00007,2025-10-28,244.48,Utilities,expense,implement bricks-and-clicks convergence
f7dc74f8-2f14-40d3-9226-5a32dbe6d151,CUST_00007,2026-01-17,54.57,Utilities,income,target robust synergies
834e2fd9-2d71-444c-8a39-7ad6c58fcc2e,CUST_00007,2026-04-10,505.43,Payroll,income,leverage dot-com web services
f62dad43-f37d-402d-8780-5e57cf8bc600,CUST_00007,2026-04-08,705.42,Travel,expense,cultivate distributed solutions
a5526875-e485-4237-97f9-6d075570a401,CUST_00007,2025-09-30,142.24,Software,expense,exploit global e-tailers
6bbb4002-7be0-4efd-a5e9-31abe8fb85fc,CUST_00007,2025-08-24,139.21,Travel,expense,matrix impactful ROI
e1063ba2-81d6-45d2-98d5-db4d438babbd,CUST_00007,2026-01-14,336.65,Insurance,expense,leverage 24/7 interfaces
7b60f3c9-2719-4b99-8597-b7d01faed8ef,CUST_00007,2026-01-09,144.88,Marketing,expense,benchmark robust architectures
