customer_id,plan,monthly_price,signup_date,cancel_date,renewal_date,churned,payment_method
CUST_00120,Essentials,55,2025-12-21,2026-11-17,,1,bank_transfer
CUST_00121,Simple Start,30,2024-10-18,,2025-10-18,0,bank_transfer
CUST_00122,Plus,85,2025-05-20,,2026-05-20,0,paypal
CUST_00123,Advanced,200,2026-04-05,2027-02-09,,1,bank_transfer
CUST_00124,Simple Start,30,2025-03-11,,2026-03-11,0,bank_transfer
CUST_00125,Advanced,200,2025-10-08,,2026-10-08,0,paypal
CUST_00126,Advanced,200,2024-11-02,,2025-11-02,0,bank_transfer
CUST_00127,Advanced,200,2024-11-26,,2025-11-26,0,paypal
CUST_00128,Essentials,55,2025-05-12,,2026-05-12,0,paypal
CUST_00129,Advanced,200,2026-04-09,,2027-04-09,0,paypal
CUST_00130,Advanced,200,2025-07-16,,2026-07-16,0,paypal
CUST_00131,Plus,85,2025-05-20,2026-05-04,,1,paypal
CUST_00132,Advanced,200,2026-02-28,,2027-02-28,0,bank_transfer
CUST_00133,Plus,85,2024-12-16,,2025-12-16,0,paypal
CUST_00134,Advanced,200,2024-11-14,,2025-11-14,0,paypal
CUST_00135,Simple Start,30,2025-07-10,,2026-07-10,0,paypal
CUST_00136,Simple Start,30,2025-03-10,,2026-03-10,0,paypal
CUST_00137,Plus,85,2025-03-29,,2026-03-29,0,credit_card
CUST_00138,Simple Start,30,2024-10-24,2025-10-05,,1,paypal
CUST_00139,Simple Start,30,2025-08-13,,2026-08-13,0,paypal
CUST_00140,Essentials,55,2025-02-13,,2026-02-13,0,paypal
CUST_00141,Simple Start,30,2026-02-24,2026-12-23,,1,credit_card
CUST_00142,Simple Start,30,2024-12-14,,2025-12-14,0,credit_card
CUST_00143,Essentials,55,2025-02-01,,2026-02-01,0,paypal
CUST_00144,Advanced,200,2024-08-23,,2025-08-23,0,paypal
CUST_00145,Plus,85,2025-08-19,,2026-08-19,0,credit_card
CUST_00146,Advanced,200,2025-04-14,,2026-04-14,0,credit_card
CUST_00147,Plus,85,2024-12-04,,2025-12-04,0,bank_transfer
CUST_00148,Simple Start,30,2025-01-25,,2026-01-25,0,bank_transfer
CUST_00149,Advanced,200,2026-02-21,,2027-02-21,0,credit_card
CUST_00150,Simple Start,30,2025-05-17,,2026-05-17,0,bank_transfer
CUST_00151,Essentials,55,2025-02-12,2025-04-28,,1,credit_card
CUST_00152,Plus,85,2025-10-05,,2026-10-05,0,paypal
CUST_00153,Essentials,55,2024-10-18,2025-05-02,,1,credit_card
CUST_00154,Simple Start,30,2025-05-19,,2026-05-19,0,bank_transfer
CUST_00155,Advanced,200,2024-12-01,,2025-12-01,0,credit_card
CUST_00156,Advanced,200,2025-12-18,,2026-12-18,0,bank_transfer
CUST_00157,Advanced,200,2024-08-08,,2025-08-08,0,credit_card
CUST_00158,Simple Start,30,2025-08-07,2026-07-08,,1,paypal
CUST_00159,Essentials,55,2024-10-17,,2025-10-17,0,paypal
CUST_00160,Advanced,200,2026-01-06,,2027-01-06,0,bank_transfer
CUST_00161,Simple Start,30,2025-07-30,2026-06-08,,1,bank_transfer
CUST_00162,Simple Start,30,2025-10-12,,2026-10-12,0,bank_transfer
CUST_00163,Essentials,55,2025-02-05,,2026-02-05,0,credit_card
CUST_00164,Plus,85,2024-08-06,,2025-08-06,0,paypal
CUST_00165,Simple Start,30,2026-02-19,2026-12-30,,1,paypal
CUST_00166,Essentials,55,2025-12-07,,2026-12-07,0,bank_transfer
CUST_00167,Advanced,200,2025-07-08,,2026-07-08,0,paypal
CUST_00168,Essentials,55,2025-12-05,,2026-12-05,0,credit_card
CUST_00169,Plus,85,2024-11-23,,2025-11-23,0,credit_card
CUST_00170,Essentials,55,2024-11-22,,2025-11-22,0,bank_transfer
CUST_00171,Advanced,200,2025-06-04,2026-02-26,,1,paypal
CUST_00172,Plus,85,2025-02-16,,2026-02-16,0,credit_card
CUST_00173,Simple Start,30,2025-08-22,2026-05-25,,1,bank_transfer
CUST_00174,Plus,85,2024-10-12,,2025-10-12,0,bank_transfer
CUST_00175,Plus,85,2025-05-31,,2026-05-31,0,credit_card
CUST_00176,Plus,85,2025-09-30,2026-07-30,,1,paypal
CUST_00177,Simple Start,30,2024-07-28,2025-03-17,,1,paypal
CUST_00178,Simple Start,30,2024-11-21,,2025-11-21,0,paypal
CUST_00179,Plus,85,2025-07-03,,2026-07-03,0,credit_card
CUST_00180,Plus,85,2025-07-18,,2026-07-18,0,bank_transfer
CUST_00181,Plus,85,2024-12-13,,2025-12-13,0,paypal
CUST_00182,Advanced,200,2025-11-28,,2026-11-28,0,paypal
CUST_00183,Plus,85,2025-07-06,,2026-07-06,0,bank_transfer
CUST_00184,Plus,85,2025-05-27,2026-06-15,,1,credit_card
CUST_00185,Simple Start,30,2026-02-22,,2027-02-22,0,credit_card
CUST_00186,Simple Start,30,2024-10-03,,2025-10-03,0,bank_transfer
CUST_00187,Advanced,200,2024-08-23,,2025-08-23,0,paypal
CUST_00188,Simple Start,30,2025-07-20,,2026-07-20,0,paypal
CUST_00189,Simple Start,30,2025-12-22,,2026-12-22,0,paypal
CUST_00190,Advanced,200,2025-08-05,,2026-08-05,0,bank_transfer
CUST_00191,Advanced,200,2025-02-05,,2026-02-05,0,bank_transfer
CUST_00192,Advanced,200,2026-03-17,,2027-03-17,0,paypal
CUST_00193,Simple Start,30,2025-03-24,2025-10-29,,1,credit_card
CUST_00194,Advanced,200,2025-10-31,2025-12-10,,1,bank_transfer
CUST_00195,Plus,85,2025-07-27,,2026-07-27,0,paypal
CUST_00196,Plus,85,2024-08-16,,2025-08-16,0,credit_card
CUST_00197,Essentials,55,2026-01-20,,2027-01-20,0,bank_transfer
CUST_00198,Simple Start,30,2025-03-08,2026-04-02,,1,paypal
CUST_00199,Essentials,55,2025-08-16,2026-08-07,,1,bank_transfer
CUST_00200,Simple Start,30,2024-07-02,,2025-07-02,0,paypal
CUST_00201,Advanced,200,2024-10-25,,2025-10-25,0,credit_card
CUST_00202,Essentials,55,2024-09-15,2024-12-19,,1,paypal
CUST_00203,Simple Start,30,2024-09-15,2025-08-02,,1,credit_card
CUST_00204,Plus,85,2025-08-21,,2026-08-21,0,paypal
CUST_00205,Simple Start,30,2024-12-26,,2025-12-26,0,paypal
CUST_00206,Plus,85,2024-11-14,,2025-11-14,0,bank_transfer
CUST_00207,Simple Start,30,2025-07-13,,2026-07-13,0,paypal
CUST_00208,Simple Start,30,2026-02-17,,2027-02-17,0,bank_transfer
CUST_00209,Advanced,200,2026-01-22,,2027-01-22,0,bank_transfer
CUST_00210,Plus,85,2025-05-15,,2026-05-15,0,paypal
CUST_00211,Advanced,200,2025-06-09,,2026-06-09,0,paypal
CUST_00212,Simple Start,30,2025-08-24,,2026-08-24,0,credit_card
CUST_00213,Simple Start,30,2025-08-28,2026-04-30,,1,paypal
CUST_00214,Advanced,200,2025-10-22,,2026-10-22,0,bank_transfer
CUST_00215,Essentials,55,2025-10-20,,2026-10-20,0,paypal
CUST_00216,Simple Start,30,2024-09-29,,2025-09-29,0,credit_card
CUST_00217,Advanced,200,2024-10-04,,2025-10-04,0,credit_card
CUST_00218,Essentials,55,2025-06-02,2025-12-08,,1,credit_card
CUST_00219,Simple Start,30,2025-01-30,2025-10-08,,1,credit_card
CUST_00220,Plus,85,2025-01-27,,2026-01-27,0,credit_card
CUST_00221,Simple Start,30,2025-03-23,,2026-03-23,0,bank_transfer
CUST_00222,Simple Start,30,2025-01-16,,2026-01-16,0,paypal
CUST_00223,Essentials,55,2026-01-06,,2027-01-06,0,paypal
CUST_00224,Advanced,200,2025-07-12,,2026-07-12,0,paypal
CUST_00225,Advanced,200,2025-06-23,,2026-06-23,0,credit_card
CUST_00226,Simple Start,30,2025-12-28,,2026-12-28,0,bank_transfer
CUST_00227,Plus,85,2024-08-26,,2025-08-26,0,paypal
CUST_00228,Simple Start,30,2025-05-28,,2026-05-28,0,credit_card
CUST_00229,Advanced,200,2025-09-01,2026-08-09,,1,paypal
CUST_00230,Advanced,200,2024-05-27,2025-06-07,,1,credit_card
CUST_00231,Simple Start,30,2026-03-01,2026-10-12,,1,bank_transfer
CUST_00232,Simple Start,30,2025-10-01,,2026-10-01,0,bank_transfer
CUST_00233,Essentials,55,2024-12-29,,2025-12-29,0,paypal
CUST_00234,Simple Start,30,2025-05-26,,2026-05-26,0,bank_transfer
CUST_00235,Advanced,200,2024-09-06,,2025-09-06,0,paypal
CUST_00236,Simple Start,30,2025-06-15,2026-06-25,,1,credit_card
CUST_00237,Advanced,200,2026-01-20,,2027-01-20,0,paypal
CUST_00238,Essentials,55,2025-06-15,2025-07-21,,1,paypal
CUST_00239,Simple Start,30,2025-01-03,,2026-01-03,0,credit_card
CUST_00240,Essentials,55,2025-04-28,,2026-04-28,0,bank_transfer
CUST_00241,Plus,85,2025-07-19,,2026-07-19,0,paypal
CUST_00242,Advanced,200,2025-01-21,,2026-01-21,0,credit_card
CUST_00243,Simple Start,30,2024-11-14,2025-05-22,,1,paypal
CUST_00244,Advanced,200,2025-05-19,,2026-05-19,0,paypal
CUST_00245,Plus,85,2026-01-22,,2027-01-22,0,paypal
CUST_00246,Essentials,55,2024-08-22,2025-02-26,,1,paypal
CUST_00247,Plus,85,2026-03-26,,2027-03-26,0,credit_card
CUST_00248,Essentials,55,2025-05-06,2026-02-19,,1,paypal
CUST_00249,Simple Start,30,2025-10-07,,2026-10-07,0,credit_card
CUST_00250,Essentials,55,2024-12-08,,2025-12-08,0,credit_card
CUST_00251,Simple Start,30,2026-03-09,2027-03-15,,1,bank_transfer
CUST_00252,Advanced,200,2025-09-15,,2026-09-15,0,bank_transfer
CUST_00253,Plus,85,2024-11-15,,2025-11-15,0,bank_transfer
CUST_00254,Plus,85,2025-04-18,,2026-04-18,0,bank_transfer
CUST_00255,Simple Start,30,2025-11-06,,2026-11-06,0,credit_card
CUST_00256,Essentials,55,2026-01-25,,2027-01-25,0,bank_transfer
CUST_00257,Essentials,55,2025-04-16,,2026-04-16,0,paypal
CUST_00258,Plus,85,2025-07-30,,2026-07-30,0,bank_transfer
CUST_00259,Essentials,55,2025-09-02,,2026-09-02,0,credit_card
CUST_00260,Plus,85,2025-08-12,2026-03-13,,1,credit_card
CUST_00261,Simple Start,30,2024-11-30,2025-08-12,,1,credit_card
CUST_00262,Plus,85,2026-04-14,2026-05-29,,1,credit_card
CUST_00263,Essentials,55,2024-09-16,,2025-09-16,0,credit_card
CUST_00264,Plus,85,2025-08-16,,2026-08-16,0,bank_transfer
CUST_00265,Essentials,55,2025-05-06,2025-06-16,,1,credit_card
CUST_00266,Plus,85,2026-03-10,,2027-03-10,0,credit_card
CUST_00267,Essentials,55,2025-08-04,,2026-08-04,0,credit_card
CUST_00268,Plus,85,2025-01-01,,2026-01-01,0,bank_transfer
CUST_00269,Advanced,200,2025-07-30,,2026-07-30,0,bank_transfer
CUST_00270,Essentials,55,2024-12-25,,2025-12-25,0,paypal
CUST_00271,Advanced,200,2024-10-11,,2025-10-11,0,credit_card
CUST_00272,Simple Start,30,2025-11-27,2026-03-03,,1,credit_card
CUST_00273,Essentials,55,2025-09-30,,2026-09-30,0,paypal
CUST_00274,Plus,85,2024-06-11,,2025-06-11,0,bank_transfer
CUST_00275,Essentials,55,2024-07-25,,2025-07-25,0,paypal
CUST_00276,Essentials,55,2024-09-30,,2025-09-30,0,bank_transfer
CUST_00277,Essentials,55,2026-03-28,,2027-03-28,0,credit_card
CUST_00278,Plus,85,2024-12-02,,2025-12-02,0,paypal
CUST_00279,Advanced,200,2025-02-03,,2026-02-03,0,credit_card
CUST_00280,Advanced,200,2024-09-03,,2025-09-03,0,paypal
CUST_00281,Simple Start,30,2026-01-31,2026-09-16,,1,paypal
CUST_00282,Plus,85,2025-03-19,,2026-03-19,0,bank_transfer
CUST_00283,Essentials,55,2025-05-05,,2026-05-05,0,bank_transfer
CUST_00284,Advanced,200,2026-02-14,,2027-02-14,0,bank_transfer
CUST_00285,Advanced,200,2025-05-17,,2026-05-17,0,bank_transfer
CUST_00286,Simple Start,30,2024-11-04,2025-03-17,,1,bank_transfer
CUST_00287,Essentials,55,2025-01-06,,2026-01-06,0,bank_transfer
CUST_00288,Advanced,200,2024-06-14,,2025-06-14,0,paypal
CUST_00289,Essentials,55,2024-11-15,,2025-11-15,0,bank_transfer
CUST_00290,Plus,85,2025-02-28,,2026-02-28,0,credit_card
CUST_00291,Simple Start,30,2025-12-02,2026-09-23,,1,bank_transfer
CUST_00292,Essentials,55,2026-02-23,,2027-02-23,0,bank_transfer
CUST_00293,Plus,85,2024-12-20,,2025-12-20,0,bank_transfer
CUST_00294,Advanced,200,2025-04-27,,2026-04-27,0,bank_transfer
CUST_00295,Plus,85,2025-10-31,,2026-10-31,0,credit_card
CUST_00296,Essentials,55,2024-12-17,,2025-12-17,0,bank_transfer
CUST_00297,Simple Start,30,2026-02-15,,2027-02-15,0,credit_card
CUST_00298,Plus,85,2025-09-27,,2026-09-27,0,paypal
CUST_00299,Simple Start,30,2025-01-30,,2026-01-30,0,credit_card
CUST_00300,Simple Start,30,2024-10-23,2025-05-25,,1,credit_card
CUST_00301,Essentials,55,2026-02-07,,2027-02-07,0,paypal
CUST_00302,Plus,85,2026-01-19,,2027-01-19,0,paypal
CUST_00303,Plus,85,2024-09-06,,2025-09-06,0,paypal
CUST_00304,Essentials,55,2024-08-10,,2025-08-10,0,paypal
CUST_00305,Plus,85,2026-01-20,2026-07-22,,1,bank_transfer
CUST_00306,Plus,85,2024-12-08,,2025-12-08,0,bank_transfer
CUST_00307,Advanced,200,2025-06-29,,2026-06-29,0,paypal
CUST_00308,Simple Start,30,2026-01-11,,2027-01-11,0,paypal
CUST_00309,Essentials,55,2024-11-04,,2025-11-04,0,credit_card
CUST_00310,Essentials,55,2026-03-21,,2027-03-21,0,credit_card
CUST_00311,Advanced,200,2024-06-09,,2025-06-09,0,paypal
CUST_00312,Advanced,200,2025-04-12,,2026-04-12,0,bank_transfer
CUST_00313,Plus,85,2025-04-26,,2026-04-26,0,bank_transfer
CUST_00314,Essentials,55,2024-09-08,,2025-09-08,0,paypal
CUST_00315,Advanced,200,2025-09-20,,2026-09-20,0,bank_transfer
CUST_00316,Simple Start,30,2025-08-23,,2026-08-23,0,paypal
CUST_00317,Essentials,55,2025-08-30,,2026-08-30,0,paypal
CUST_00318,Simple Start,30,2024-08-13,,2025-08-13,0,paypal
CUST_00319,Plus,85,2026-04-06,,2027-04-06,0,bank_transfer
CUST_00320,Advanced,200,2025-05-04,,2026-05-04,0,bank_transfer
CUST_00321,Plus,85,2025-01-14,,2026-01-14,0,credit_card
CUST_00322,Simple Start,30,2025-03-03,,2026-03-03,0,credit_card
CUST_00323,Plus,85,2026-02-21,,2027-02-21,0,paypal
CUST_00324,Advanced,200,2025-12-16,,2026-12-16,0,credit_card
CUST_00325,Advanced,200,2025-08-15,2026-03-30,,1,credit_card
CUST_00326,Advanced,200,2025-03-31,,2026-03-31,0,paypal
CUST_00327,Advanced,200,2025-11-27,,2026-11-27,0,bank_transfer
CUST_00328,Simple Start,30,2025-02-13,2026-02-23,,1,paypal
CUST_00329,Essentials,55,2025-05-26,2026-06-12,,1,paypal
CUST_00330,Advanced,200,2025-07-22,2025-11-30,,1,credit_card
CUST_00331,Advanced,200,2025-08-05,,2026-08-05,0,credit_card
CUST_00332,Plus,85,2026-01-02,,2027-01-02,0,credit_card
CUST_00333,Advanced,200,2025-10-09,2026-07-31,,1,credit_card
CUST_00334,Essentials,55,2025-11-13,,2026-11-13,0,bank_transfer
CUST_00335,Advanced,200,2024-10-04,,2025-10-04,0,credit_card
CUST_00336,Essentials,55,2025-12-13,,2026-12-13,0,bank_transfer
CUST_00337,Simple Start,30,2024-10-30,,2025-10-30,0,credit_card
CUST_00338,Essentials,55,2024-09-16,,2025-09-16,0,bank_transfer
CUST_00339,Advanced,200,2026-01-10,,2027-01-10,0,paypal
CUST_00340,Advanced,200,2024-09-14,,2025-09-14,0,paypal
CUST_00341,Plus,85,2024-12-14,,2025-12-14,0,paypal
CUST_00342,Advanced,200,2025-04-25,,2026-04-25,0,credit_card
CUST_00343,Essentials,55,2025-06-18,,2026-06-18,0,bank_transfer
CUST_00344,Essentials,55,2024-12-22,,2025-12-22,0,paypal
CUST_00345,Advanced,200,2025-01-11,,2026-01-11,0,paypal
CUST_00346,Simple Start,30,2025-08-25,,2026-08-25,0,bank_transfer
CUST_00347,Advanced,200,2024-10-27,,2025-10-27,0,paypal
CUST_00348,Plus,85,2024-08-17,,2025-08-17,0,credit_card
CUST_00349,Advanced,200,2024-09-30,,2025-09-30,0,paypal
CUST_00350,Advanced,200,2024-11-11,,2025-11-11,0,paypal
CUST_00351,Essentials,55,2026-03-17,,2027-03-17,0,credit_card
CUST_00352,Advanced,200,2024-07-16,,2025-07-16,0,credit_card
CUST_00353,Essentials,55,2025-11-18,,2026-11-18,0,credit_card
CUST_00354,Plus,85,2024-06-01,,2025-06-01,0,paypal
CUST_00355,Plus,85,2025-09-08,,2026-09-08,0,credit_card
CUST_00356,Essentials,55,2026-03-03,,2027-03-03,0,bank_transfer
CUST_00357,Simple Start,30,2025-03-23,,2026-03-23,0,credit_card
CUST_00358,Simple Start,30,2025-01-12,,2026-01-12,0,bank_transfer
CUST_00359,Advanced,200,2024-09-24,,2025-09-24,0,bank_transfer
CUST_00360,Essentials,55,2024-10-14,,2025-10-14,0,bank_transfer
CUST_00361,Simple Start,30,2026-02-11,2027-03-03,,1,paypal
CUST_00362,Advanced,200,2024-12-01,,2025-12-01,0,paypal
CUST_00363,Advanced,200,2025-12-28,,2026-12-28,0,bank_transfer
CUST_00364,Simple Start,30,2025-09-16,2025-12-13,,1,paypal
CUST_00365,Essentials,55,2025-12-27,,2026-12-27,0,paypal
CUST_00366,Advanced,200,2026-04-01,,2027-04-01,0,credit_card
CUST_00367,Simple Start,30,2025-09-15,,2026-09-15,0,credit_card
CUST_00368,Advanced,200,2025-05-16,,2026-05-16,0,bank_transfer
CUST_00369,Essentials,55,2025-08-19,2025-09-27,,1,paypal
CUST_00370,Simple Start,30,2025-01-12,2025-04-15,,1,paypal
CUST_00371,Advanced,200,2025-02-27,,2026-02-27,0,paypal
CUST_00372,Simple Start,30,2026-03-12,,2027-03-12,0,credit_card
CUST_00373,Advanced,200,2025-07-21,,2026-07-21,0,credit_card
CUST_00374,Simple Start,30,2025-08-03,,2026-08-03,0,paypal
CUST_00375,Essentials,55,2025-06-10,,2026-06-10,0,credit_card
CUST_00376,Simple Start,30,2026-02-05,,2027-02-05,0,bank_transfer
CUST_00377,Advanced,200,2024-09-27,2024-10-29,,1,credit_card
CUST_00378,Advanced,200,2025-04-23,,2026-04-23,0,credit_card
CUST_00379,Plus,85,2024-12-22,,2025-12-22,0,credit_card
CUST_00380,Simple Start,30,2025-10-26,2025-12-09,,1,credit_card
CUST_00381,Plus,85,2025-10-01,,2026-10-01,0,paypal
CUST_00382,Simple Start,30,2025-07-24,2025-10-11,,1,paypal
CUST_00383,Essentials,55,2026-03-09,,2027-03-09,0,credit_card
